Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;5750.0
Domain Marker;max-jOPS;13007.0
Domain Marker;Last Success for SLAs;9686.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
138;92.62141478617363
277;93.1533557850116
415;94.82205339465888
553;94.9620400153576
692;95.21179385061785
830;95.97406898712984
969;95.78751641629124
1107;96.01785442121886
1245;95.75056222151959
1384;96.65011493570869
1522;96.64090550354499
1660;96.45503962675691
1799;96.68842265078801
1937;96.9575217939853
2076;96.8497303365383
2214;96.42428122769122
2352;96.85075651447045
2491;97.24305438339333
2629;97.44251612332528
2767;97.33549783680017
2906;97.09446727020907
3044;97.1965028321854
3183;97.3299420077037
3321;97.34341434973591
3459;96.89069789999857
3598;97.19915969121034
3736;97.36807888590954
3874;97.29979331919517
4013;97.49300216940716
4151;97.55564082391984
4289;97.67025465788956
4428;97.45606669956489
4566;97.73861736652484
4705;97.16852953813105
4843;97.84762411841044
4981;97.58514484876282
5120;97.76804478512769
5258;97.45668450334597
5396;97.29380967435476
5535;97.39803241948913
5673;97.79565408030933
5812;98.03757451433937
5950;98.01155074730599
6088;97.99002931376084
6227;97.77694048716099
6365;98.13222949690105
6503;96.97098636372664
6642;94.87271508241523
6780;93.13927958458308
6918;90.86129394471925
7057;89.3069960578315
7195;87.71277194977633
7334;86.35751225278558
7472;84.6222010058131
7610;82.74950818624875
7749;81.86158023828821
7887;80.0552758993532
8025;78.30422015620559
8164;77.22156110470272
8302;75.7697596710681
8441;74.03369386633108
8579;73.21841368198375
8717;72.33702801669752
8856;70.98620457058276
8994;69.94547210062498
9132;68.89903889890347
9271;67.68158684189332
9409;66.23112305307274
9548;65.58524259833803
9686;65.39430786528669
9824;63.8854732183904
9963;63.432445250023356
10101;61.60075342522259
10239;61.078852605354776
10378;60.69842566244045
10516;59.408464250781925
10654;58.74422876431267
10793;58.33059645871264
10931;57.040138186912074
11070;56.602590569905125
11208;55.60746807447777
11346;55.486216897299805
11485;54.52611443235202
11623;53.27627240971617
11761;53.343733297712596
11900;52.36985453208161
12038;50.55374617261621
12177;50.62374056180814
12315;50.245279958173995
12453;47.69652638225093
12592;46.477018313536064
12730;46.13976374678164
12868;43.52620205824081
13007;31.669278700647645
13145;16.65384731590538
13284;19.342113859460813
13422;13.427230139459938
13560;11.634062763780198
