[0.001s][info][metaspace]  - commit_granule_bytes: 65536.
[0.001s][info][metaspace]  - commit_granule_words: 8192.
[0.001s][info][metaspace]  - virtual_space_node_default_size: 8388608.
[0.001s][info][metaspace]  - enlarge_chunks_in_place: 1.
[0.001s][info][metaspace]  - use_allocation_guard: 0.
[0.004s][info][gc       ] Using Serial
[1.958s][info][metaspace] Reserving compressed class space anywhere
[1.958s][info][gc,metaspace] CDS archive(s) not mapped
[1.958s][info][gc,metaspace] Compressed class space mapped at: 0x00007fff18000000-0x00007fffd8000000, reserved size: 3221225472
[1.958s][info][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 1, Use2c0 0narrow klass pointer bits 22, max shift 10
[1.958s][info][gc,metaspace] Narrow klass base: 0x00007fff18000000, Narrow klass shift: 10, Narrow klass range: 0xc0000000
Num Classes: 1024
Num Objects per Class: 65536
Cycles: 100
Class association: random
Generate 1024 classes...[4.180s][info][gc,metaspace] GC(0) Metaspace: 22974K(23360K)->22974K(23360K) NonClass: 19154K(19328K)->19154K(19328K) Class: 3820K(4032K)->3820K(4032K)
[4.180s][info][gc          ] GC(0) Pause Young (Allocation Failure) 1638M->4M(5939M) 15.234ms
[5.495s][info][gc,metaspace] GC(1) Metaspace: 23726K(24128K)->23726K(24128K) NonClass: 19906K(20096K)->19906K(20096K) Class: 3820K(4032K)->3820K(4032K)
[5.495s][info][gc          ] GC(1) Pause Young (Allocation Failure) 1643M->4M(5939M) 14.574ms

Loading 1024...[6.225s][info][gc,metaspace] GC(2) Metaspace: 25313K(25728K)->25313K(25728K) NonClass: 20470K(20672K)->20470K(20672K) Class: 4843K(5056K)->4843K(5056K)
[6.225s][info][gc          ] GC(2) Pause Full (System.gc()) 705M->4M(5939M) 186.321ms
Creating 65536 objects per class...
Done; will start GCs... 
[16.571s][info][gc,metaspace] GC(3) Metaspace: 28670K(29952K)->28670K(29952K) NonClass: 23306K(23872K)->23306K(23872K) Class: 5363K(6080K)->5363K(6080K)
[16.571s][info][gc          ] GC(3) Pause Full (System.gc()) 820M->772M(5939M) 4481.660ms
[19.414s][info][gc,metaspace] GC(4) Metaspace: 28670K(29952K)->28670K(29952K) NonClass: 23306K(23872K)->23306K(23872K) Class: 5363K(6080K)->5363K(6080K)
[19.415s][info][gc          ] GC(4) Pause Full (System.gc()) 772M->772M(5939M) 2843.023ms
[23.260s][info][gc,metaspace] GC(5) Metaspace: 28670K(29952K)->28670K(29952K) NonClass: 23306K(23872K)->23306K(23872K) Class: 5363K(6080K)->5363K(6080K)
[23.260s][info][gc          ] GC(5) Pause Full (System.gc()) 772M->772M(5939M) 3845.345ms
[26.107s][info][gc,metaspace] GC(6) Metaspace: 28671K(29952K)->28671K(29952K) NonClass: 23307K(23872K)->23307K(23872K) Class: 5363K(6080K)->5363K(6080K)
[26.107s][info][gc          ] GC(6) Pause Full (System.gc()) 772M->772M(5939M) 2846.321ms
[28.950s][info][gc,metaspace] GC(7) Metaspace: 28671K(29952K)->28671K(29952K) NonClass: 23307K(23872K)->23307K(23872K) Class: 5363K(6080K)->5363K(6080K)
[28.950s][info][gc          ] GC(7) Pause Full (System.gc()) 772M->772M(5939M) 2843.132ms
[31.794s][info][gc,metaspace] GC(8) Metaspace: 28671K(29952K)->28671K(29952K) NonClass: 23307K(23872K)->23307K(23872K) Class: 5363K(6080K)->5363K(6080K)
[31.794s][info][gc          ] GC(8) Pause Full (System.gc()) 772M->772M(5939M) 2843.409ms
[34.588s][info][gc,metaspace] GC(9) Metaspace: 28671K(29952K)->28671K(29952K) NonClass: 23307K(23872K)->23307K(23872K) Class: 5363K(6080K)->5363K(6080K)
[34.588s][info][gc          ] GC(9) Pause Full (System.gc()) 772M->772M(5939M) 2793.634ms
[37.431s][info][gc,metaspace] GC(10) Metaspace: 28671K(29952K)->28671K(29952K) NonClass: 23307K(23872K)->23307K(23872K) Class: 5363K(6080K)->5363K(6080K)
