[0.001s][info][metaspace]  - commit_granule_bytes: 65536.
[0.001s][info][metaspace]  - commit_granule_words: 8192.
[0.001s][info][metaspace]  - virtual_space_node_default_size: 8388608.
[0.001s][info][metaspace]  - enlarge_chunks_in_place: 1.
[0.001s][info][metaspace]  - use_allocation_guard: 0.
[0.005s][info][gc       ] Using Parallel
[0.370s][info][metaspace] Reserving compressed class space anywhere
[0.370s][info][gc,metaspace] CDS archive(s) not mapped
[0.370s][info][gc,metaspace] Compressed class space mapped at: 0x00007ffee7000000-0x00007fffa7000000, reserved size: 3221225472
[0.370s][info][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 1, Use2c0 0narrow klass pointer bits 22, max shift 10
[0.370s][info][gc,metaspace] Narrow klass base: 0x00007ffee7000000, Narrow klass shift: 10, Narrow klass range: 0xc0000000
Num Classes: 1024
Num Objects per Class: 65536
Cycles: 100
Class association: random
Generate 1024 classes...[2.361s][info][gc,metaspace] GC(0) Metaspace: 22894K(23296K)->22894K(23296K) NonClass: 19079K(19328K)->19079K(19328K) Class: 3815K(3968K)->3815K(3968K)
[2.361s][info][gc          ] GC(0) Pause Young (Allocation Failure) 1536M->4M(5888M) 5.338ms
[3.606s][info][gc,metaspace] GC(1) Metaspace: 23715K(24128K)->23715K(24128K) NonClass: 19898K(20096K)->19898K(20096K) Class: 3817K(4032K)->3817K(4032K)
[3.606s][info][gc          ] GC(1) Pause Young (Allocation Failure) 1540M->4M(5888M) 5.272ms

Loading 1024...[4.327s][info][gc,metaspace] GC(2) Metaspace: 25308K(25728K)->25308K(25728K) NonClass: 20468K(20672K)->20468K(20672K) Class: 4840K(5056K)->4840K(5056K)
[4.327s][info][gc          ] GC(2) Pause Young (System.gc()) 897M->4M(5888M) 5.404ms
[4.346s][info][gc,metaspace] GC(3) Metaspace: 25308K(25728K)->25308K(25728K) NonClass: 20468K(20672K)->20468K(20672K) Class: 4840K(5056K)->4840K(5056K)
[4.346s][info][gc          ] GC(3) Pause Full (System.gc()) 4M->4M(5888M) 18.578ms
Creating 65536 objects per class...
Done; will start GCs... 
[12.639s][info][gc,metaspace] GC(4) Metaspace: 28668K(29952K)->28668K(29952K) NonClass: 23308K(23872K)->23308K(23872K) Class: 5360K(6080K)->5360K(6080K)
[12.639s][info][gc          ] GC(4) Pause Young (System.gc()) 826M->773M(5888M) 2382.441ms
[14.870s][info][gc,metaspace] GC(5) Metaspace: 28668K(29952K)->28668K(29952K) NonClass: 23308K(23872K)->23308K(23872K) Class: 5360K(6080K)->5360K(6080K)
[14.870s][info][gc          ] GC(5) Pause Full (System.gc()) 773M->772M(5888M) 2230.827ms
[14.871s][info][gc,metaspace] GC(6) Metaspace: 28668K(29952K)->28668K(29952K) NonClass: 23308K(23872K)->23308K(23872K) Class: 5360K(6080K)->5360K(6080K)
[14.871s][info][gc          ] GC(6) Pause Young (System.gc()) 772M->772M(5888M) 0.674ms
[15.770s][info][gc,metaspace] GC(7) Metaspace: 28668K(29952K)->28668K(29952K) NonClass: 23308K(23872K)->23308K(23872K) Class: 5360K(6080K)->5360K(6080K)
[15.770s][info][gc          ] GC(7) Pause Full (System.gc()) 772M->772M(5888M) 899.161ms
[15.775s][info][gc,metaspace] GC(8) Metaspace: 28668K(29952K)->28668K(29952K) NonClass: 23308K(23872K)->23308K(23872K) Class: 5360K(6080K)->5360K(6080K)
[15.775s][info][gc          ] GC(8) Pause Young (System.gc()) 772M->772M(5888M) 0.529ms
[16.509s][info][gc,metaspace] GC(9) Metaspace: 28668K(29952K)->28668K(29952K) NonClass: 23308K(23872K)->23308K(23872K) Class: 5360K(6080K)->5360K(6080K)
[16.510s][info][gc          ] GC(9) Pause Full (System.gc()) 772M->772M(5888M) 734.474ms
[16.510s][info][gc,metaspace] GC(10) Metaspace: 28668K(29952K)->28668K(29952K) NonClass: 23308K(23872K)->23308K(23872K) Class: 5360K(6080K)->5360K(6080K)
[16.510s][info][gc          ] GC(10) Pause Young (System.gc()) 772M->772M(5888M) 0.536ms
[17.260s][info][gc,metaspace] GC(11) Metaspace: 28668K(29952K)->28668K(29952K) NonClass: 23308K(23872K)->23308K(23872K) Class: 5360K(6080K)->5360K(6080K)
[17.260s][info][gc          ] GC(11) Pause Full (System.gc()) 772M->772M(5888M) 749.978ms
[17.261s][info][gc,metaspace] GC(12) Metaspace: 28669K(29952K)->28669K(29952K) NonClass: 23308K(23872K)->23308K(23872K) Class: 5360K(6080K)->5360K(6080K)
[17.261s][info][gc          ] GC(12) Pause Young (System.gc()) 772M->772M(5888M) 0.459ms
[18.011s][info][gc,metaspace] GC(13) Metaspace: 28669K(29952K)->28669K(29952K) NonClass: 23308K(23872K)->23308K(23872K) Class: 5360K(6080K)->5360K(6080K)
[18.011s][info][gc          ] GC(13) Pause Full (System.gc()) 772M->772M(5888M) 750.595ms
[18.012s][info][gc,metaspace] GC(14) Metaspace: 28669K(29952K)->28669K(29952K) NonClass: 23309K(23872K)->23309K(23872K) Class: 5360K(6080K)->5360K(6080K)
[18.012s][info][gc          ] GC(14) Pause Young (System.gc()) 772M->772M(5888M) 0.499ms
[18.768s][info][gc,metaspace] GC(15) Metaspace: 28669K(29952K)->28669K(29952K) NonClass: 23309K(23872K)->23309K(23872K) Class: 5360K(6080K)->5360K(6080K)
[18.768s][info][gc          ] GC(15) Pause Full (System.gc()) 772M->772M(5888M) 755.655ms
[18.768s][info][gc,metaspace] GC(16) Metaspace: 28669K(29952K)->28669K(29952K) NonClass: 23309K(23872K)->23309K(23872K) Class: 5360K(6080K)->5360K(6080K)
[18.768s][info][gc          ] GC(16) Pause Young (System.gc()) 772M->772M(5888M) 0.515ms
[19.509s][info][gc,metaspace] GC(17) Metaspace: 28669K(29952K)->28669K(29952K) NonClass: 23309K(23872K)->23309K(23872K) Class: 5360K(6080K)->5360K(6080K)
[19.509s][info][gc          ] GC(17) Pause Full (System.gc()) 772M->772M(5888M) 740.219ms
[19.509s][info][gc,metaspace] GC(18) Metaspace: 28669K(29952K)->28669K(29952K) NonClass: 23309K(23872K)->23309K(23872K) Class: 5360K(6080K)->5360K(6080K)
[19.509s][info][gc          ] GC(18) Pause Young (System.gc()) 772M->772M(5888M) 0.448ms
[20.234s][info][gc,metaspace] GC(19) Metaspace: 28669K(29952K)->28669K(29952K) NonClass: 23309K(23872K)->23309K(23872K) Class: 5360K(6080K)->5360K(6080K)
[20.234s][info][gc          ] GC(19) Pause Full (System.gc()) 772M->772M(5888M) 724.484ms
[20.234s][info][gc,metaspace] GC(20) Metaspace: 28669K(29952K)->28669K(29952K) NonClass: 23309K(23872K)->23309K(23872K) Class: 5360K(6080K)->5360K(6080K)
[20.234s][info][gc          ] GC(20) Pause Young (System.gc()) 772M->772M(5888M) 0.476ms
[21.138s][info][gc,metaspace] GC(21) Metaspace: 28669K(29952K)->28669K(29952K) NonClass: 23309K(23872K)->23309K(23872K) Class: 5360K(6080K)->5360K(6080K)
[21.138s][info][gc          ] GC(21) Pause Full (System.gc()) 772M->772M(5888M) 904.030ms
[21.139s][info][gc,metaspace] GC(22) Metaspace: 28669K(29952K)->28669K(29952K) NonClass: 23309K(23872K)->23309K(23872K) Class: 5360K(6080K)->5360K(6080K)
[21.139s][info][gc          ] GC(22) Pause Young (System.gc()) 772M->772M(5888M) 0.496ms
