Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;5671.0
Domain Marker;max-jOPS;13145.0
Domain Marker;Last Success for SLAs;9548.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
138;92.13700635751385
277;93.11955559799537
415;93.96883421394742
553;95.13500976130807
692;94.94173508753913
830;95.52705236457392
969;96.32385753131892
1107;96.40904472408033
1245;96.12078612968502
1384;96.3883126939901
1522;96.57171796204496
1660;96.75630437790343
1799;96.8982794613831
1937;96.83220002436954
2076;96.70205137447093
2214;96.79504672896216
2352;97.25908937789416
2491;97.27460148414946
2629;97.19033548276235
2767;96.95819168962127
2906;96.71627392725223
3044;97.20835601174213
3183;97.65050271973797
3321;97.53890226683704
3459;97.20084210381731
3598;97.70017997324736
3736;97.67169932963485
3874;97.53889814434514
4013;97.26774693246503
4151;97.47941434311264
4289;98.09170916453587
4428;97.59388316851468
4566;97.60459117058217
4705;97.83002116907141
4843;97.83246135131272
4981;97.74042186700339
5120;97.8592334392858
5258;97.669023255887
5396;98.00021268800347
5535;98.03741751538048
5673;97.87719030871965
5812;97.90308803609072
5950;97.63394522670778
6088;97.63360540731185
6227;97.82550771085187
6365;97.8126435908276
6503;97.00934732057813
6642;94.63396018544958
6780;92.99247943137901
6918;90.46549316251513
7057;88.94662337094154
7195;87.6704933946583
7334;85.51791106895149
7472;84.66576749274483
7610;82.67156895629758
7749;81.87740778141645
7887;79.8001271147013
8025;78.32219573586492
8164;77.13330914637089
8302;75.23453324125158
8441;74.19192050738785
8579;73.26514020806862
8717;72.25761973817109
8856;71.17382082991233
8994;70.06591585663642
9132;68.98885165944657
9271;67.80748888503129
9409;67.0539738940567
9548;65.46000587452585
9686;64.74295611281472
9824;64.1288018408474
9963;63.06416793131754
10101;61.927662326604555
10239;60.919256783206365
10378;60.45959238998443
10516;59.52447402439517
10654;58.6777952207538
10793;58.26307183509508
10931;57.127714598117095
11070;56.4338047544159
11208;55.68982295457661
11346;55.09952789889503
11485;54.128273936722024
11623;53.523205936096716
11761;53.24495003102389
11900;52.269768691932626
12038;50.9438422463952
12177;50.1025513587556
12315;48.71534346255602
12453;50.302129072860346
12592;48.92184133815289
12730;46.92349545513429
12868;43.78938233096279
13007;42.630940345750204
13145;31.565510288857787
13284;26.544927823771992
13422;7.015574999730383
13560;17.671728256444986
13699;8.57811161872087
