[0.001s][info][metaspace]  - commit_granule_bytes: 65536.
[0.001s][info][metaspace]  - commit_granule_words: 8192.
[0.001s][info][metaspace]  - virtual_space_node_default_size: 8388608.
[0.001s][info][metaspace]  - enlarge_chunks_in_place: 1.
[0.001s][info][metaspace]  - use_allocation_guard: 0.
[0.005s][info][gc       ] Using Parallel
[0.375s][info][metaspace] Reserving compressed class space anywhere
[0.375s][info][gc,metaspace] CDS archive(s) not mapped
[0.375s][info][gc,metaspace] Compressed class space mapped at: 0x00007ffee7000000-0x00007fffa7000000, reserved size: 3221225472
[0.375s][info][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 1, Use2c0 0narrow klass pointer bits 22, max shift 10
[0.375s][info][gc,metaspace] Narrow klass base: 0x00007ffee7000000, Narrow klass shift: 10, Narrow klass range: 0xc0000000
Num Classes: 512
Num Objects per Class: 131072
Cycles: 100
Class association: random
Generate 512 classes...[2.360s][info][gc,metaspace] GC(0) Metaspace: 22902K(23232K)->22902K(23232K) NonClass: 19084K(19264K)->19084K(19264K) Class: 3818K(3968K)->3818K(3968K)
[2.360s][info][gc          ] GC(0) Pause Young (Allocation Failure) 1536M->4M(5888M) 5.462ms

Loading 512...[2.771s][info][gc,metaspace] GC(1) Metaspace: 24444K(24896K)->24444K(24896K) NonClass: 20113K(20352K)->20113K(20352K) Class: 4331K(4544K)->4331K(4544K)
[2.771s][info][gc          ] GC(1) Pause Young (System.gc()) 552M->3M(5888M) 6.631ms
[2.786s][info][gc,metaspace] GC(2) Metaspace: 24444K(24896K)->24444K(24896K) NonClass: 20113K(20352K)->20113K(20352K) Class: 4331K(4544K)->4331K(4544K)
[2.786s][info][gc          ] GC(2) Pause Full (System.gc()) 3M->3M(5888M) 15.128ms
Creating 131072 objects per class...
Done; will start GCs... 
[9.453s][info][gc,metaspace] GC(3) Metaspace: 26161K(27008K)->26161K(27008K) NonClass: 21569K(21952K)->21569K(21952K) Class: 4591K(5056K)->4591K(5056K)
[9.453s][info][gc          ] GC(3) Pause Young (System.gc()) 805M->772M(5888M) 2288.727ms
[11.630s][info][gc,metaspace] GC(4) Metaspace: 26161K(27008K)->26161K(27008K) NonClass: 21569K(21952K)->21569K(21952K) Class: 4591K(5056K)->4591K(5056K)
[11.630s][info][gc          ] GC(4) Pause Full (System.gc()) 772M->771M(5888M) 2176.876ms
[11.631s][info][gc,metaspace] GC(5) Metaspace: 26161K(27008K)->26161K(27008K) NonClass: 21569K(21952K)->21569K(21952K) Class: 4591K(5056K)->4591K(5056K)
[11.631s][info][gc          ] GC(5) Pause Young (System.gc()) 771M->771M(5888M) 0.465ms
[12.327s][info][gc,metaspace] GC(6) Metaspace: 26161K(27008K)->26161K(27008K) NonClass: 21569K(21952K)->21569K(21952K) Class: 4591K(5056K)->4591K(5056K)
[12.327s][info][gc          ] GC(6) Pause Full (System.gc()) 771M->771M(5888M) 696.524ms
[12.332s][info][gc,metaspace] GC(7) Metaspace: 26161K(27008K)->26161K(27008K) NonClass: 21569K(21952K)->21569K(21952K) Class: 4591K(5056K)->4591K(5056K)
[12.332s][info][gc          ] GC(7) Pause Young (System.gc()) 771M->771M(5888M) 0.493ms
