[0.001s][info][metaspace]  - commit_granule_bytes: 65536.
[0.001s][info][metaspace]  - commit_granule_words: 8192.
[0.001s][info][metaspace]  - virtual_space_node_default_size: 8388608.
[0.001s][info][metaspace]  - enlarge_chunks_in_place: 1.
[0.001s][info][metaspace]  - use_allocation_guard: 0.
[0.005s][info][gc       ] Using G1
[0.448s][info][metaspace] Reserving compressed class space anywhere
[0.448s][info][gc,metaspace] CDS archive(s) not mapped
[0.448s][info][gc,metaspace] Compressed class space mapped at: 0x00007ffedb000000-0x00007fff9b000000, reserved size: 3221225472
[0.448s][info][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 1, Use2c0 0narrow klass pointer bits 26, max shift 6
[0.448s][info][gc,metaspace] Narrow klass base: 0x00007ffedb000000, Narrow klass shift: 6, Narrow klass range: 0xc0000000
Num Classes: 512
Num Objects per Class: 131072
Cycles: 100
Class association: random
Generate 512 classes...[1.382s][info][gc,metaspace] GC(0) Metaspace: 22071K(22464K)->22071K(22464K) NonClass: 19666K(19904K)->19666K(19904K) Class: 2405K(2560K)->2405K(2560K)
[1.383s][info][gc          ] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 304M->4M(6144M) 4.735ms
[1.742s][info][gc,metaspace] GC(1) Metaspace: 22381K(22720K)->22381K(22720K) NonClass: 19975K(20160K)->19975K(20160K) Class: 2405K(2560K)->2405K(2560K)
[1.742s][info][gc          ] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 328M->4M(6144M) 4.313ms

Loading 512...[3.060s][info][gc,metaspace] GC(2) Metaspace: 24186K(24576K)->24186K(24576K) NonClass: 21486K(21696K)->21486K(21696K) Class: 2700K(2880K)->2700K(2880K)
[3.060s][info][gc          ] GC(2) Pause Full (System.gc()) 1328M->3M(6144M) 20.464ms
Creating 131072 objects per class...
Done; will start GCs... 
[7.955s][info][gc,metaspace] GC(3) Metaspace: 26085K(26944K)->26085K(26944K) NonClass: 23124K(23552K)->23124K(23552K) Class: 2960K(3392K)->2960K(3392K)
[7.955s][info][gc          ] GC(3) Pause Full (System.gc()) 787M->775M(6144M) 451.694ms
[8.273s][info][gc,metaspace] GC(4) Metaspace: 26085K(26944K)->26085K(26944K) NonClass: 23124K(23552K)->23124K(23552K) Class: 2960K(3392K)->2960K(3392K)
[8.273s][info][gc          ] GC(4) Pause Full (System.gc()) 775M->775M(6144M) 318.185ms
[8.595s][info][gc,metaspace] GC(5) Metaspace: 26085K(26944K)->26085K(26944K) NonClass: 23124K(23552K)->23124K(23552K) Class: 2960K(3392K)->2960K(3392K)
[8.595s][info][gc          ] GC(5) Pause Full (System.gc()) 775M->775M(6144M) 321.526ms
[8.953s][info][gc,metaspace] GC(6) Metaspace: 26085K(26944K)->26085K(26944K) NonClass: 23124K(23552K)->23124K(23552K) Class: 2960K(3392K)->2960K(3392K)
[8.953s][info][gc          ] GC(6) Pause Full (System.gc()) 775M->775M(6144M) 358.485ms
[9.277s][info][gc,metaspace] GC(7) Metaspace: 26085K(26944K)->26085K(26944K) NonClass: 23124K(23552K)->23124K(23552K) Class: 2960K(3392K)->2960K(3392K)
[9.277s][info][gc          ] GC(7) Pause Full (System.gc()) 775M->775M(6144M) 323.565ms
