[0.001s][info][metaspace]  - commit_granule_bytes: 65536.
[0.001s][info][metaspace]  - commit_granule_words: 8192.
[0.001s][info][metaspace]  - virtual_space_node_default_size: 8388608.
[0.001s][info][metaspace]  - enlarge_chunks_in_place: 1.
[0.001s][info][metaspace]  - use_allocation_guard: 0.
[0.005s][info][gc       ] Using G1
[0.430s][info][metaspace] Reserving compressed class space anywhere
[0.430s][info][gc,metaspace] CDS archive(s) not mapped
[0.430s][info][gc,metaspace] Compressed class space mapped at: 0x00007ffedb000000-0x00007fff9b000000, reserved size: 3221225472
[0.430s][info][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 1, Use2c0 1narrow klass pointer bits 22, max shift 6
[0.430s][info][gc,metaspace] Narrow klass base: 0x00007ffedb000000, Narrow klass shift: 6, Narrow klass range: 0xc0000000
Num Classes: 512
Num Objects per Class: 131072
Cycles: 100
Class association: random
Generate 512 classes...[1.443s][info][gc,metaspace] GC(0) Metaspace: 25379K(26560K)->25379K(26560K) NonClass: 19774K(20032K)->19774K(20032K) Class: 5604K(6528K)->5604K(6528K)
[1.443s][info][gc          ] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 304M->3M(6144M) 4.245ms
[1.797s][info][gc,metaspace] GC(1) Metaspace: 25682K(26816K)->25682K(26816K) NonClass: 20077K(20288K)->20077K(20288K) Class: 5605K(6528K)->5605K(6528K)
[1.797s][info][gc          ] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 323M->4M(6144M) 4.292ms

Loading 512...[3.126s][info][gc,metaspace] GC(2) Metaspace: 27757K(28992K)->27757K(28992K) NonClass: 21617K(21888K)->21617K(21888K) Class: 6139K(7104K)->6139K(7104K)
[3.126s][info][gc          ] GC(2) Pause Full (System.gc()) 1330M->3M(6144M) 19.325ms
Creating 131072 objects per class...
Done; will start GCs... 
[8.016s][info][gc,metaspace] GC(3) Metaspace: 35038K(38976K)->35038K(38976K) NonClass: 23266K(23680K)->23266K(23680K) Class: 11771K(15296K)->11771K(15296K)
[8.016s][info][gc          ] GC(3) Pause Full (System.gc()) 787M->775M(6144M) 438.177ms
[8.356s][info][gc,metaspace] GC(4) Metaspace: 35038K(38976K)->35038K(38976K) NonClass: 23266K(23680K)->23266K(23680K) Class: 11771K(15296K)->11771K(15296K)
[8.356s][info][gc          ] GC(4) Pause Full (System.gc()) 775M->775M(6144M) 339.258ms
[8.678s][info][gc,metaspace] GC(5) Metaspace: 35038K(38976K)->35038K(38976K) NonClass: 23266K(23680K)->23266K(23680K) Class: 11771K(15296K)->11771K(15296K)
[8.678s][info][gc          ] GC(5) Pause Full (System.gc()) 775M->775M(6144M) 322.447ms
[9.012s][info][gc,metaspace] GC(6) Metaspace: 35038K(38976K)->35038K(38976K) NonClass: 23266K(23680K)->23266K(23680K) Class: 11771K(15296K)->11771K(15296K)
[9.012s][info][gc          ] GC(6) Pause Full (System.gc()) 775M->775M(6144M) 333.635ms
[9.366s][info][gc,metaspace] GC(7) Metaspace: 35038K(38976K)->35038K(38976K) NonClass: 23266K(23680K)->23266K(23680K) Class: 11771K(15296K)->11771K(15296K)
[9.366s][info][gc          ] GC(7) Pause Full (System.gc()) 775M->775M(6144M) 354.009ms
[9.717s][info][gc,metaspace] GC(8) Metaspace: 35038K(38976K)->35038K(38976K) NonClass: 23266K(23680K)->23266K(23680K) Class: 11771K(15296K)->11771K(15296K)
[9.717s][info][gc          ] GC(8) Pause Full (System.gc()) 775M->775M(6144M) 351.379ms
[10.082s][info][gc,metaspace] GC(9) Metaspace: 35038K(38976K)->35038K(38976K) NonClass: 23266K(23680K)->23266K(23680K) Class: 11771K(15296K)->11771K(15296K)
[10.082s][info][gc          ] GC(9) Pause Full (System.gc()) 775M->775M(6144M) 364.640ms
[10.420s][info][gc,metaspace] GC(10) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[10.420s][info][gc          ] GC(10) Pause Full (System.gc()) 775M->775M(6144M) 337.524ms
[10.765s][info][gc,metaspace] GC(11) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[10.765s][info][gc          ] GC(11) Pause Full (System.gc()) 775M->775M(6144M) 344.730ms
[11.128s][info][gc,metaspace] GC(12) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[11.128s][info][gc          ] GC(12) Pause Full (System.gc()) 775M->775M(6144M) 363.015ms
[11.449s][info][gc,metaspace] GC(13) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[11.449s][info][gc          ] GC(13) Pause Full (System.gc()) 775M->775M(6144M) 321.379ms
[11.793s][info][gc,metaspace] GC(14) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[11.793s][info][gc          ] GC(14) Pause Full (System.gc()) 775M->775M(6144M) 344.249ms
[12.147s][info][gc,metaspace] GC(15) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[12.147s][info][gc          ] GC(15) Pause Full (System.gc()) 775M->775M(6144M) 353.605ms
[12.461s][info][gc,metaspace] GC(16) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[12.461s][info][gc          ] GC(16) Pause Full (System.gc()) 775M->775M(6144M) 313.986ms
[12.815s][info][gc,metaspace] GC(17) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[12.815s][info][gc          ] GC(17) Pause Full (System.gc()) 775M->775M(6144M) 353.676ms
[13.174s][info][gc,metaspace] GC(18) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[13.174s][info][gc          ] GC(18) Pause Full (System.gc()) 775M->775M(6144M) 359.183ms
[13.514s][info][gc,metaspace] GC(19) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[13.514s][info][gc          ] GC(19) Pause Full (System.gc()) 775M->775M(6144M) 339.782ms
[13.851s][info][gc,metaspace] GC(20) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[13.851s][info][gc          ] GC(20) Pause Full (System.gc()) 775M->775M(6144M) 336.932ms
[14.222s][info][gc,metaspace] GC(21) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[14.222s][info][gc          ] GC(21) Pause Full (System.gc()) 775M->775M(6144M) 370.983ms
[14.555s][info][gc,metaspace] GC(22) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[14.555s][info][gc          ] GC(22) Pause Full (System.gc()) 775M->775M(6144M) 332.992ms
[14.891s][info][gc,metaspace] GC(23) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[14.891s][info][gc          ] GC(23) Pause Full (System.gc()) 775M->775M(6144M) 335.770ms
[15.225s][info][gc,metaspace] GC(24) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[15.225s][info][gc          ] GC(24) Pause Full (System.gc()) 775M->775M(6144M) 334.145ms
[15.547s][info][gc,metaspace] GC(25) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[15.547s][info][gc          ] GC(25) Pause Full (System.gc()) 775M->775M(6144M) 321.667ms
[15.893s][info][gc,metaspace] GC(26) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[15.893s][info][gc          ] GC(26) Pause Full (System.gc()) 775M->775M(6144M) 345.424ms
[16.232s][info][gc,metaspace] GC(27) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[16.232s][info][gc          ] GC(27) Pause Full (System.gc()) 775M->775M(6144M) 338.948ms
[16.564s][info][gc,metaspace] GC(28) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[16.564s][info][gc          ] GC(28) Pause Full (System.gc()) 775M->775M(6144M) 332.661ms
[16.899s][info][gc,metaspace] GC(29) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[16.899s][info][gc          ] GC(29) Pause Full (System.gc()) 775M->775M(6144M) 334.240ms
[17.247s][info][gc,metaspace] GC(30) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[17.247s][info][gc          ] GC(30) Pause Full (System.gc()) 775M->775M(6144M) 348.455ms
[17.584s][info][gc,metaspace] GC(31) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[17.584s][info][gc          ] GC(31) Pause Full (System.gc()) 775M->775M(6144M) 336.907ms
[17.934s][info][gc,metaspace] GC(32) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[17.934s][info][gc          ] GC(32) Pause Full (System.gc()) 775M->775M(6144M) 349.809ms
[18.321s][info][gc,metaspace] GC(33) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[18.321s][info][gc          ] GC(33) Pause Full (System.gc()) 775M->775M(6144M) 382.359ms
[18.651s][info][gc,metaspace] GC(34) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[18.651s][info][gc          ] GC(34) Pause Full (System.gc()) 775M->775M(6144M) 330.423ms
[18.987s][info][gc,metaspace] GC(35) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[18.987s][info][gc          ] GC(35) Pause Full (System.gc()) 775M->775M(6144M) 335.533ms
[19.356s][info][gc,metaspace] GC(36) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[19.356s][info][gc          ] GC(36) Pause Full (System.gc()) 775M->775M(6144M) 368.902ms
[19.680s][info][gc,metaspace] GC(37) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[19.680s][info][gc          ] GC(37) Pause Full (System.gc()) 775M->775M(6144M) 324.118ms
[20.022s][info][gc,metaspace] GC(38) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[20.022s][info][gc          ] GC(38) Pause Full (System.gc()) 775M->775M(6144M) 342.096ms
[20.366s][info][gc,metaspace] GC(39) Metaspace: 35039K(38976K)->35039K(38976K) NonClass: 23267K(23680K)->23267K(23680K) Class: 11771K(15296K)->11771K(15296K)
[20.366s][info][gc          ] GC(39) Pause Full (System.gc()) 775M->775M(6144M) 343.908ms
