[0.001s][info][metaspace]  - commit_granule_bytes: 65536.
[0.001s][info][metaspace]  - commit_granule_words: 8192.
[0.001s][info][metaspace]  - virtual_space_node_default_size: 8388608.
[0.001s][info][metaspace]  - enlarge_chunks_in_place: 1.
[0.001s][info][metaspace]  - use_allocation_guard: 0.
[0.005s][info][gc       ] Using G1
[0.449s][info][metaspace] Reserving compressed class space anywhere
[0.449s][info][gc,metaspace] CDS archive(s) not mapped
[0.449s][info][gc,metaspace] Compressed class space mapped at: 0x00007ffedb000000-0x00007fff9b000000, reserved size: 3221225472
[0.449s][info][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 1, Use2c0 0narrow klass pointer bits 22, max shift 10
[0.449s][info][gc,metaspace] Narrow klass base: 0x00007ffedb000000, Narrow klass shift: 10, Narrow klass range: 0xc0000000
Num Classes: 1024
Num Objects per Class: 65536
Cycles: 100
Class association: random
Generate 1024 classes...[1.459s][info][gc,metaspace] GC(0) Metaspace: 22084K(22464K)->22084K(22464K) NonClass: 18272K(18496K)->18272K(18496K) Class: 3812K(3968K)->3812K(3968K)
[1.459s][info][gc          ] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 304M->3M(6144M) 3.805ms
[1.865s][info][gc,metaspace] GC(1) Metaspace: 22384K(22720K)->22384K(22720K) NonClass: 18571K(18752K)->18571K(18752K) Class: 3812K(3968K)->3812K(3968K)
[1.865s][info][gc          ] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 319M->4M(6144M) 4.331ms

Loading 1024...[4.835s][info][gc,metaspace] GC(2) Metaspace: 25303K(25728K)->25303K(25728K) NonClass: 20464K(20672K)->20464K(20672K) Class: 4839K(5056K)->4839K(5056K)
[4.835s][info][gc          ] GC(2) Pause Full (System.gc()) 3228M->4M(6144M) 20.157ms
Creating 65536 objects per class...
Done; will start GCs... 
[11.450s][info][gc,metaspace] GC(3) Metaspace: 28664K(29952K)->28664K(29952K) NonClass: 23304K(23872K)->23304K(23872K) Class: 5359K(6080K)->5359K(6080K)
[11.450s][info][gc          ] GC(3) Pause Full (System.gc()) 796M->776M(6144M) 571.034ms
[11.924s][info][gc,metaspace] GC(4) Metaspace: 28664K(29952K)->28664K(29952K) NonClass: 23304K(23872K)->23304K(23872K) Class: 5359K(6080K)->5359K(6080K)
[11.924s][info][gc          ] GC(4) Pause Full (System.gc()) 776M->776M(6144M) 473.833ms
[12.401s][info][gc,metaspace] GC(5) Metaspace: 28664K(29952K)->28664K(29952K) NonClass: 23304K(23872K)->23304K(23872K) Class: 5359K(6080K)->5359K(6080K)
[12.401s][info][gc          ] GC(5) Pause Full (System.gc()) 776M->776M(6144M) 476.590ms
[12.871s][info][gc,metaspace] GC(6) Metaspace: 28665K(29952K)->28665K(29952K) NonClass: 23305K(23872K)->23305K(23872K) Class: 5359K(6080K)->5359K(6080K)
[12.871s][info][gc          ] GC(6) Pause Full (System.gc()) 776M->776M(6144M) 470.297ms
[13.379s][info][gc,metaspace] GC(7) Metaspace: 28665K(29952K)->28665K(29952K) NonClass: 23305K(23872K)->23305K(23872K) Class: 5359K(6080K)->5359K(6080K)
[13.380s][info][gc          ] GC(7) Pause Full (System.gc()) 776M->776M(6144M) 508.298ms
[13.886s][info][gc,metaspace] GC(8) Metaspace: 28665K(29952K)->28665K(29952K) NonClass: 23305K(23872K)->23305K(23872K) Class: 5359K(6080K)->5359K(6080K)
[13.886s][info][gc          ] GC(8) Pause Full (System.gc()) 776M->776M(6144M) 506.848ms
[14.359s][info][gc,metaspace] GC(9) Metaspace: 28665K(29952K)->28665K(29952K) NonClass: 23305K(23872K)->23305K(23872K) Class: 5359K(6080K)->5359K(6080K)
