[0.001s][info][metaspace]  - commit_granule_bytes: 65536.
[0.001s][info][metaspace]  - commit_granule_words: 8192.
[0.001s][info][metaspace]  - virtual_space_node_default_size: 8388608.
[0.001s][info][metaspace]  - enlarge_chunks_in_place: 1.
[0.001s][info][metaspace]  - use_allocation_guard: 0.
[0.005s][info][gc       ] Using G1
[0.444s][info][metaspace] Reserving compressed class space anywhere
[0.444s][info][gc,metaspace] CDS archive(s) not mapped
[0.444s][info][gc,metaspace] Compressed class space mapped at: 0x00007ffedb000000-0x00007fff9b000000, reserved size: 3221225472
[0.444s][info][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 1, Use2c0 0narrow klass pointer bits 26, max shift 6
[0.444s][info][gc,metaspace] Narrow klass base: 0x00007ffedb000000, Narrow klass shift: 6, Narrow klass range: 0xc0000000
Num Classes: 1024
Num Objects per Class: 65536
Cycles: 100
Class association: random
Generate 1024 classes...[1.390s][info][gc,metaspace] GC(0) Metaspace: 22096K(22464K)->22096K(22464K) NonClass: 19691K(19904K)->19691K(19904K) Class: 2405K(2560K)->2405K(2560K)
[1.390s][info][gc          ] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 304M->4M(6144M) 4.871ms
[1.747s][info][gc,metaspace] GC(1) Metaspace: 22400K(22784K)->22400K(22784K) NonClass: 19995K(20224K)->19995K(20224K) Class: 2405K(2560K)->2405K(2560K)
[1.747s][info][gc          ] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 328M->4M(6144M) 4.419ms

Loading 1024...[4.682s][info][gc,metaspace] GC(2) Metaspace: 24836K(25152K)->24836K(25152K) NonClass: 21844K(22016K)->21844K(22016K) Class: 2992K(3136K)->2992K(3136K)
[4.682s][info][gc          ] GC(2) Pause Full (System.gc()) 3230M->4M(6144M) 19.294ms
Creating 65536 objects per class...
Done; will start GCs... 
[11.075s][info][gc,metaspace] GC(3) Metaspace: 28557K(29760K)->28557K(29760K) NonClass: 25044K(25600K)->25044K(25600K) Class: 3512K(4160K)->3512K(4160K)
[11.075s][info][gc          ] GC(3) Pause Full (System.gc()) 796M->776M(6144M) 452.100ms
[11.454s][info][gc,metaspace] GC(4) Metaspace: 28557K(29760K)->28557K(29760K) NonClass: 25044K(25600K)->25044K(25600K) Class: 3512K(4160K)->3512K(4160K)
[11.454s][info][gc          ] GC(4) Pause Full (System.gc()) 776M->776M(6144M) 378.708ms
[11.822s][info][gc,metaspace] GC(5) Metaspace: 28557K(29760K)->28557K(29760K) NonClass: 25044K(25600K)->25044K(25600K) Class: 3512K(4160K)->3512K(4160K)
[11.822s][info][gc          ] GC(5) Pause Full (System.gc()) 776M->776M(6144M) 368.424ms
[12.194s][info][gc,metaspace] GC(6) Metaspace: 28557K(29824K)->28557K(29824K) NonClass: 25045K(25664K)->25045K(25664K) Class: 3512K(4160K)->3512K(4160K)
[12.194s][info][gc          ] GC(6) Pause Full (System.gc()) 776M->776M(6144M) 371.518ms
[12.537s][info][gc,metaspace] GC(7) Metaspace: 28557K(29824K)->28557K(29824K) NonClass: 25045K(25664K)->25045K(25664K) Class: 3512K(4160K)->3512K(4160K)
[12.537s][info][gc          ] GC(7) Pause Full (System.gc()) 776M->776M(6144M) 343.243ms
[12.912s][info][gc,metaspace] GC(8) Metaspace: 28557K(29824K)->28557K(29824K) NonClass: 25045K(25664K)->25045K(25664K) Class: 3512K(4160K)->3512K(4160K)
[12.912s][info][gc          ] GC(8) Pause Full (System.gc()) 776M->776M(6144M) 374.171ms
[13.279s][info][gc,metaspace] GC(9) Metaspace: 28557K(29824K)->28557K(29824K) NonClass: 25045K(25664K)->25045K(25664K) Class: 3512K(4160K)->3512K(4160K)
[13.279s][info][gc          ] GC(9) Pause Full (System.gc()) 776M->776M(6144M) 367.563ms
[13.631s][info][gc,metaspace] GC(10) Metaspace: 28557K(29824K)->28557K(29824K) NonClass: 25045K(25664K)->25045K(25664K) Class: 3512K(4160K)->3512K(4160K)
[13.631s][info][gc          ] GC(10) Pause Full (System.gc()) 776M->776M(6144M) 351.273ms
[14.003s][info][gc,metaspace] GC(11) Metaspace: 28557K(29824K)->28557K(29824K) NonClass: 25045K(25664K)->25045K(25664K) Class: 3512K(4160K)->3512K(4160K)
[14.003s][info][gc          ] GC(11) Pause Full (System.gc()) 776M->776M(6144M) 372.471ms
