
===================================
Domain Marker;critical-jOPS;5495.0
Domain Marker;max-jOPS;13007.0
jOPS;min;median;90-th percentile;95-th percentile;99-th percentile;max
0.0;NaN;NaN;NaN;NaN;NaN;NaN
138.0;300.0;400.0;500.0;500.0;700.0;1000.0
277.0;300.0;500.0;700.0;700.0;900.0;1600.0
415.0;300.0;600.0;800.0;900.0;1100.0;147000.0
553.0;300.0;600.0;1000.0;1000.0;1300.0;149000.0
692.0;300.0;700.0;1100.0;1200.0;1400.0;147000.0
830.0;300.0;800.0;1200.0;1400.0;1600.0;148000.0
969.0;300.0;900.0;1400.0;1500.0;1900.0;151000.0
1107.0;300.0;1000.0;1500.0;1700.0;2000.0;146000.0
1245.0;300.0;1100.0;1700.0;1800.0;2200.0;144000.0
1384.0;300.0;1100.0;1800.0;2000.0;2400.0;146000.0
1522.0;300.0;1200.0;1900.0;2100.0;2700.0;151000.0
1660.0;300.0;1300.0;2100.0;2300.0;3200.0;146000.0
1799.0;300.0;1400.0;2200.0;2400.0;3300.0;162000.0
1937.0;300.0;1500.0;2400.0;2600.0;3400.0;185000.0
2076.0;300.0;1500.0;2500.0;2700.0;3600.0;153000.0
2214.0;300.0;1600.0;2600.0;2900.0;4000.0;152000.0
2352.0;300.0;1700.0;2700.0;3000.0;4400.0;151000.0
2491.0;300.0;1800.0;2900.0;3200.0;5800.0;152000.0
2629.0;300.0;1900.0;3000.0;3300.0;5700.0;160000.0
2767.0;300.0;1900.0;3200.0;3500.0;6600.0;157000.0
2906.0;300.0;2000.0;3300.0;3700.0;9500.0;153000.0
3044.0;400.0;2100.0;3400.0;3800.0;12500.0;176000.0
3183.0;400.0;2100.0;3600.0;4000.0;11400.0;172000.0
3321.0;400.0;2200.0;3700.0;4200.0;14000.0;158000.0
3459.0;300.0;2300.0;3900.0;4400.0;11076.000000000931;162000.0
3598.0;300.0;2400.0;4000.0;4500.0;11229.999999998836;163000.0
3736.0;300.0;2500.0;4200.0;4700.0;16500.0;201000.0
3874.0;400.0;2600.0;4400.0;4900.0;19800.0;175000.0
4013.0;400.0;2600.0;4500.0;5100.0;22000.0;202000.0
4151.0;300.0;2700.0;4600.0;5200.0;26000.0;206000.0
4289.0;300.0;2800.0;4800.0;5400.0;23000.0;195000.0
4428.0;300.0;2800.0;4900.0;5500.0;22000.0;225000.0
4566.0;300.0;2900.0;5100.0;5800.0;28000.0;334000.0
4705.0;300.0;3000.0;5200.0;6000.0;30000.0;160000.0
4843.0;300.0;3100.0;5400.0;6100.0;26000.0;201000.0
4981.0;300.0;3200.0;5600.0;6500.0;33000.0;221000.0
5120.0;300.0;3300.0;5700.0;6600.0;38000.0;264000.0
5258.0;300.0;3300.0;5900.0;7000.0;42000.0;282000.0
5396.0;300.0;3400.0;6100.0;7300.0;35000.0;239000.0
5535.0;300.0;3500.0;6300.0;7300.0;35000.0;161000.0
5673.0;300.0;3600.0;6400.0;7500.0;42000.0;242000.0
5812.0;300.0;3700.0;6600.0;7900.0;44000.0;315000.0
5950.0;300.0;3800.0;7000.0;9100.0;59000.0;321000.0
6088.0;300.0;3800.0;6900.0;8300.0;37000.0;271000.0
6227.0;300.0;4000.0;7300.0;9400.0;52000.0;548000.0
6365.0;300.0;4100.0;7600.0;9700.0;62000.0;306000.0
6503.0;300.0;4200.0;7700.0;10600.0;56000.0;276000.0
6642.0;300.0;4300.0;7800.0;10400.0;53000.0;350000.0
6780.0;300.0;4500.0;8200.0;11200.0;67000.0;292000.0
6918.0;300.0;4600.0;8600.0;13200.0;60000.0;323000.0
7057.0;300.0;4700.0;8700.0;12900.0;66000.0;395000.0
7195.0;300.0;4800.0;9300.0;18200.0;70000.0;534000.0
7334.0;400.0;4900.0;9400.0;18300.0;79000.0;346000.0
7472.0;400.0;5100.0;10200.0;23000.0;80000.0;388000.0
7610.0;300.0;5100.0;10200.0;25000.0;81000.0;379000.0
7749.0;300.0;5000.0;10700.0;27000.0;81000.0;349000.0
7887.0;300.0;5200.0;10600.0;17700.0;69000.0;329000.0
8025.0;400.0;5300.0;11700.0;30000.0;87000.0;429000.0
8164.0;300.0;5400.0;11300.0;23000.0;83000.0;402000.0
8302.0;300.0;5500.0;12700.0;28000.0;83000.0;404000.0
8441.0;300.0;5600.0;13000.0;29000.0;88000.0;410000.0
8579.0;300.0;5600.0;14700.0;49000.0;118000.0;970000.0
8717.0;300.0;5800.0;16000.0;53000.0;122000.0;700000.0
8856.0;300.0;5900.0;14400.0;38000.0;97000.0;411000.0
8994.0;300.0;5800.0;19100.0;54000.0;110000.0;1500000.0
9132.0;300.0;5900.0;19500.0;61000.0;135000.0;1100000.0
9271.0;300.0;6000.0;16900.0;46000.0;112000.0;544000.0
9409.0;300.0;5900.0;25000.0;66000.0;151000.0;1800000.0
9548.0;300.0;6200.0;33000.0;73000.0;130000.0;1800000.0
9686.0;300.0;6400.0;25000.0;68000.0;126000.0;950000.0
9824.0;300.0;6600.0;37000.0;75000.0;179000.0;1700000.0
9963.0;300.0;6600.0;26000.0;68000.0;131000.0;660000.0
10101.0;300.0;7000.0;40000.0;71000.0;125000.0;1200000.0
10239.0;300.0;7100.0;40000.0;81000.0;137000.0;1800000.0
10378.0;300.0;7300.0;41000.0;77000.0;172000.0;1800000.0
10516.0;300.0;7100.0;32000.0;68000.0;135000.0;730000.0
10654.0;300.0;7800.0;50000.0;83000.0;158000.0;2500000.0
10793.0;300.0;8400.0;61000.0;98000.0;164000.0;2400000.0
10931.0;300.0;8200.0;57000.0;86000.0;155000.0;2900000.0
11070.0;300.0;8700.0;63000.0;112000.0;213000.0;2700000.0
