[0.001s][info][metaspace]  - commit_granule_bytes: 65536.
[0.001s][info][metaspace]  - commit_granule_words: 8192.
[0.001s][info][metaspace]  - virtual_space_node_default_size: 8388608.
[0.001s][info][metaspace]  - enlarge_chunks_in_place: 1.
[0.001s][info][metaspace]  - use_allocation_guard: 0.
[0.005s][info][gc       ] Using Serial
[1.868s][info][metaspace] Reserving compressed class space anywhere
[1.869s][info][gc,metaspace] CDS archive(s) not mapped
[1.869s][info][gc,metaspace] Compressed class space mapped at: 0x00007fff18000000-0x00007fffd8000000, reserved size: 3221225472
[1.869s][info][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 1, Use2c0 0narrow klass pointer bits 22, max shift 10
[1.869s][info][gc,metaspace] Narrow klass base: 0x00007fff18000000, Narrow klass shift: 10, Narrow klass range: 0xc0000000
Num Classes: 4096
Num Objects per Class: 16384
Cycles: 100
Class association: random
Generate 4096 classes...[3.969s][info][gc,metaspace] GC(0) Metaspace: 22932K(23360K)->22932K(23360K) NonClass: 19112K(19328K)->19112K(19328K) Class: 3820K(4032K)->3820K(4032K)
[3.969s][info][gc          ] GC(0) Pause Young (Allocation Failure) 1638M->4M(5939M) 13.024ms
[5.255s][info][gc,metaspace] GC(1) Metaspace: 23713K(24128K)->23713K(24128K) NonClass: 19893K(20096K)->19893K(20096K) Class: 3820K(4032K)->3820K(4032K)
[5.255s][info][gc          ] GC(1) Pause Young (Allocation Failure) 1642M->4M(5939M) 12.496ms
[6.480s][info][gc,metaspace] GC(2) Metaspace: 23762K(24192K)->23762K(24192K) NonClass: 19942K(20160K)->19942K(20160K) Class: 3820K(4032K)->3820K(4032K)
[6.480s][info][gc          ] GC(2) Pause Young (Allocation Failure) 1642M->4M(5939M) 13.183ms
[7.743s][info][gc,metaspace] GC(3) Metaspace: 23849K(24256K)->23849K(24256K) NonClass: 20029K(20224K)->20029K(20224K) Class: 3820K(4032K)->3820K(4032K)
[7.743s][info][gc          ] GC(3) Pause Young (Allocation Failure) 1643M->5M(5939M) 14.717ms
[8.919s][info][gc,metaspace] GC(4) Metaspace: 23937K(24384K)->23937K(24384K) NonClass: 20116K(20352K)->20116K(20352K) Class: 3820K(4032K)->3820K(4032K)
[8.919s][info][gc          ] GC(4) Pause Young (Allocation Failure) 1643M->5M(5939M) 15.103ms
[10.064s][info][gc,metaspace] GC(5) Metaspace: 24012K(24448K)->24012K(24448K) NonClass: 20190K(20416K)->20190K(20416K) Class: 3821K(4032K)->3821K(4032K)
[10.064s][info][gc          ] GC(5) Pause Young (Allocation Failure) 1644M->6M(5939M) 17.407ms
[11.196s][info][gc,metaspace] GC(6) Metaspace: 24012K(24448K)->24012K(24448K) NonClass: 20190K(20416K)->20190K(20416K) Class: 3821K(4032K)->3821K(4032K)
[11.196s][info][gc          ] GC(6) Pause Young (Allocation Failure) 1645M->7M(5939M) 18.451ms
