[0.001s][info][metaspace]  - commit_granule_bytes: 65536.
[0.001s][info][metaspace]  - commit_granule_words: 8192.
[0.001s][info][metaspace]  - virtual_space_node_default_size: 8388608.
[0.001s][info][metaspace]  - enlarge_chunks_in_place: 1.
[0.001s][info][metaspace]  - use_allocation_guard: 0.
[0.004s][info][gc       ] Using G1
[0.417s][info][metaspace] Reserving compressed class space anywhere
[0.417s][info][gc,metaspace] CDS archive(s) not mapped
[0.417s][info][gc,metaspace] Compressed class space mapped at: 0x00007ffedb000000-0x00007fff9b000000, reserved size: 3221225472
[0.417s][info][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 1, Use2c0 1narrow klass pointer bits 22, max shift 6
[0.417s][info][gc,metaspace] Narrow klass base: 0x00007ffedb000000, Narrow klass shift: 6, Narrow klass range: 0xc0000000
Num Classes: 2048
Num Objects per Class: 32768
Cycles: 100
Class association: random
Generate 2048 classes...[1.395s][info][gc,metaspace] GC(0) Metaspace: 25387K(26560K)->25387K(26560K) NonClass: 19802K(20032K)->19802K(20032K) Class: 5584K(6528K)->5584K(6528K)
[1.395s][info][gc          ] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 304M->4M(6144M) 4.902ms
[1.842s][info][gc,metaspace] GC(1) Metaspace: 25691K(26816K)->25691K(26816K) NonClass: 20106K(20288K)->20106K(20288K) Class: 5585K(6528K)->5585K(6528K)
[1.842s][info][gc          ] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 328M->4M(6144M) 4.424ms
[5.220s][info][gc,metaspace] GC(2) Metaspace: 27063K(28288K)->27063K(28288K) NonClass: 21476K(21696K)->21476K(21696K) Class: 5587K(6592K)->5587K(6592K)
[5.220s][info][gc          ] GC(2) Pause Young (Normal) (G1 Evacuation Pause) 3680M->5M(6144M) 6.243ms

Loading 2048...[8.046s][info][gc,metaspace] GC(3) Metaspace: 30255K(31424K)->30255K(31424K) NonClass: 22698K(22912K)->22698K(22912K) Class: 7557K(8512K)->7557K(8512K)
[8.046s][info][gc          ] GC(3) Pause Full (System.gc()) 3339M->5M(6144M) 20.751ms
Creating 32768 objects per class...
Done; will start GCs... 
[17.644s][info][gc,metaspace] GC(4) Metaspace: 59123K(71232K)->59123K(71232K) NonClass: 29038K(29952K)->29038K(29952K) Class: 30085K(41280K)->30085K(41280K)
[17.644s][info][gc          ] GC(4) Pause Full (System.gc()) 809M->778M(6144M) 481.985ms
[18.116s][info][gc,metaspace] GC(5) Metaspace: 59123K(71232K)->59123K(71232K) NonClass: 29038K(29952K)->29038K(29952K) Class: 30085K(41280K)->30085K(41280K)
[18.116s][info][gc          ] GC(5) Pause Full (System.gc()) 778M->778M(6144M) 472.023ms
[18.522s][info][gc,metaspace] GC(6) Metaspace: 59123K(71232K)->59123K(71232K) NonClass: 29038K(29952K)->29038K(29952K) Class: 30085K(41280K)->30085K(41280K)
[18.522s][info][gc          ] GC(6) Pause Full (System.gc()) 778M->778M(6144M) 405.702ms
[18.940s][info][gc,metaspace] GC(7) Metaspace: 59124K(71232K)->59124K(71232K) NonClass: 29038K(29952K)->29038K(29952K) Class: 30085K(41280K)->30085K(41280K)
[18.940s][info][gc          ] GC(7) Pause Full (System.gc()) 778M->778M(6144M) 417.387ms
[19.331s][info][gc,metaspace] GC(8) Metaspace: 59124K(71232K)->59124K(71232K) NonClass: 29038K(29952K)->29038K(29952K) Class: 30085K(41280K)->30085K(41280K)
[19.331s][info][gc          ] GC(8) Pause Full (System.gc()) 778M->778M(6144M) 391.381ms
[19.776s][info][gc,metaspace] GC(9) Metaspace: 59124K(71232K)->59124K(71232K) NonClass: 29038K(29952K)->29038K(29952K) Class: 30085K(41280K)->30085K(41280K)
[19.776s][info][gc          ] GC(9) Pause Full (System.gc()) 778M->778M(6144M) 443.618ms
[20.174s][info][gc,metaspace] GC(10) Metaspace: 59124K(71232K)->59124K(71232K) NonClass: 29038K(29952K)->29038K(29952K) Class: 30085K(41280K)->30085K(41280K)
[20.174s][info][gc          ] GC(10) Pause Full (System.gc()) 778M->778M(6144M) 398.118ms
[20.578s][info][gc,metaspace] GC(11) Metaspace: 59124K(71232K)->59124K(71232K) NonClass: 29038K(29952K)->29038K(29952K) Class: 30085K(41280K)->30085K(41280K)
[20.578s][info][gc          ] GC(11) Pause Full (System.gc()) 778M->778M(6144M) 404.361ms
[20.992s][info][gc,metaspace] GC(12) Metaspace: 59124K(71232K)->59124K(71232K) NonClass: 29038K(29952K)->29038K(29952K) Class: 30085K(41280K)->30085K(41280K)
[20.992s][info][gc          ] GC(12) Pause Full (System.gc()) 778M->778M(6144M) 413.784ms
[21.389s][info][gc,metaspace] GC(13) Metaspace: 59124K(71232K)->59124K(71232K) NonClass: 29038K(29952K)->29038K(29952K) Class: 30085K(41280K)->30085K(41280K)
[21.389s][info][gc          ] GC(13) Pause Full (System.gc()) 778M->778M(6144M) 396.941ms
[21.882s][info][gc,metaspace] GC(14) Metaspace: 59124K(71232K)->59124K(71232K) NonClass: 29038K(29952K)->29038K(29952K) Class: 30085K(41280K)->30085K(41280K)
[21.882s][info][gc          ] GC(14) Pause Full (System.gc()) 778M->778M(6144M) 492.429ms
[22.277s][info][gc,metaspace] GC(15) Metaspace: 59124K(71232K)->59124K(71232K) NonClass: 29038K(29952K)->29038K(29952K) Class: 30085K(41280K)->30085K(41280K)
[22.277s][info][gc          ] GC(15) Pause Full (System.gc()) 778M->778M(6144M) 394.746ms
