[0.001s][info][metaspace]  - commit_granule_bytes: 65536.
[0.001s][info][metaspace]  - commit_granule_words: 8192.
[0.001s][info][metaspace]  - virtual_space_node_default_size: 8388608.
[0.001s][info][metaspace]  - enlarge_chunks_in_place: 1.
[0.001s][info][metaspace]  - use_allocation_guard: 0.
[0.006s][info][gc       ] Using G1
[0.447s][info][metaspace] Reserving compressed class space anywhere
[0.447s][info][gc,metaspace] CDS archive(s) not mapped
[0.447s][info][gc,metaspace] Compressed class space mapped at: 0x00007ffedb000000-0x00007fff9b000000, reserved size: 3221225472
[0.447s][info][gc,metaspace] UseCompressedClassPointers 1, UseCompactObjectHeaders 1, Use2c0 0narrow klass pointer bits 26, max shift 6
[0.447s][info][gc,metaspace] Narrow klass base: 0x00007ffedb000000, Narrow klass shift: 6, Narrow klass range: 0xc0000000
Num Classes: 2048
Num Objects per Class: 32768
Cycles: 100
Class association: random
Generate 2048 classes...[1.384s][info][gc,metaspace] GC(0) Metaspace: 22097K(22464K)->22097K(22464K) NonClass: 19691K(19904K)->19691K(19904K) Class: 2405K(2560K)->2405K(2560K)
[1.384s][info][gc          ] GC(0) Pause Young (Normal) (G1 Evacuation Pause) 304M->3M(6144M) 4.138ms
[1.789s][info][gc,metaspace] GC(1) Metaspace: 22396K(22784K)->22396K(22784K) NonClass: 19989K(20224K)->19989K(20224K) Class: 2406K(2560K)->2406K(2560K)
[1.789s][info][gc          ] GC(1) Pause Young (Normal) (G1 Evacuation Pause) 319M->4M(6144M) 4.156ms
[5.105s][info][gc,metaspace] GC(2) Metaspace: 23773K(24128K)->23773K(24128K) NonClass: 21365K(21568K)->21365K(21568K) Class: 2408K(2560K)->2408K(2560K)
[5.105s][info][gc          ] GC(2) Pause Young (Normal) (G1 Evacuation Pause) 3684M->5M(6144M) 6.205ms

Loading 2048...[7.868s][info][gc,metaspace] GC(3) Metaspace: 26045K(26368K)->26045K(26368K) NonClass: 22467K(22656K)->22467K(22656K) Class: 3578K(3712K)->3578K(3712K)
[7.868s][info][gc          ] GC(3) Pause Full (System.gc()) 3303M->5M(6144M) 22.889ms
Creating 32768 objects per class...
Done; will start GCs... 
[16.984s][info][gc,metaspace] GC(4) Metaspace: 33411K(35520K)->33411K(35520K) NonClass: 28792K(29760K)->28792K(29760K) Class: 4618K(5760K)->4618K(5760K)
[16.984s][info][gc          ] GC(4) Pause Full (System.gc()) 809M->778M(6144M) 543.979ms
[17.416s][info][gc,metaspace] GC(5) Metaspace: 33411K(35520K)->33411K(35520K) NonClass: 28792K(29760K)->28792K(29760K) Class: 4618K(5760K)->4618K(5760K)
[17.416s][info][gc          ] GC(5) Pause Full (System.gc()) 778M->778M(6144M) 432.313ms
[17.804s][info][gc,metaspace] GC(6) Metaspace: 33411K(35520K)->33411K(35520K) NonClass: 28792K(29760K)->28792K(29760K) Class: 4618K(5760K)->4618K(5760K)
[17.804s][info][gc          ] GC(6) Pause Full (System.gc()) 778M->778M(6144M) 387.850ms
[18.186s][info][gc,metaspace] GC(7) Metaspace: 33412K(35520K)->33412K(35520K) NonClass: 28794K(29760K)->28794K(29760K) Class: 4618K(5760K)->4618K(5760K)
[18.186s][info][gc          ] GC(7) Pause Full (System.gc()) 778M->778M(6144M) 381.966ms
[18.596s][info][gc,metaspace] GC(8) Metaspace: 33412K(35520K)->33412K(35520K) NonClass: 28794K(29760K)->28794K(29760K) Class: 4618K(5760K)->4618K(5760K)
[18.596s][info][gc          ] GC(8) Pause Full (System.gc()) 778M->778M(6144M) 409.477ms
[18.991s][info][gc,metaspace] GC(9) Metaspace: 33412K(35520K)->33412K(35520K) NonClass: 28794K(29760K)->28794K(29760K) Class: 4618K(5760K)->4618K(5760K)
[18.991s][info][gc          ] GC(9) Pause Full (System.gc()) 778M->778M(6144M) 395.396ms
[19.411s][info][gc,metaspace] GC(10) Metaspace: 33412K(35520K)->33412K(35520K) NonClass: 28794K(29760K)->28794K(29760K) Class: 4618K(5760K)->4618K(5760K)
[19.411s][info][gc          ] GC(10) Pause Full (System.gc()) 778M->778M(6144M) 419.603ms
[19.887s][info][gc,metaspace] GC(11) Metaspace: 33412K(35520K)->33412K(35520K) NonClass: 28794K(29760K)->28794K(29760K) Class: 4618K(5760K)->4618K(5760K)
[19.887s][info][gc          ] GC(11) Pause Full (System.gc()) 778M->778M(6144M) 475.621ms
[20.348s][info][gc,metaspace] GC(12) Metaspace: 33412K(35520K)->33412K(35520K) NonClass: 28794K(29760K)->28794K(29760K) Class: 4618K(5760K)->4618K(5760K)
[20.348s][info][gc          ] GC(12) Pause Full (System.gc()) 778M->778M(6144M) 461.018ms
[20.801s][info][gc,metaspace] GC(13) Metaspace: 33412K(35520K)->33412K(35520K) NonClass: 28794K(29760K)->28794K(29760K) Class: 4618K(5760K)->4618K(5760K)
[20.801s][info][gc          ] GC(13) Pause Full (System.gc()) 778M->778M(6144M) 452.260ms
[21.247s][info][gc,metaspace] GC(14) Metaspace: 33412K(35520K)->33412K(35520K) NonClass: 28794K(29760K)->28794K(29760K) Class: 4618K(5760K)->4618K(5760K)
[21.247s][info][gc          ] GC(14) Pause Full (System.gc()) 778M->778M(6144M) 445.693ms
[21.671s][info][gc,metaspace] GC(15) Metaspace: 33412K(35520K)->33412K(35520K) NonClass: 28794K(29760K)->28794K(29760K) Class: 4618K(5760K)->4618K(5760K)
[21.671s][info][gc          ] GC(15) Pause Full (System.gc()) 778M->778M(6144M) 424.230ms
[22.109s][info][gc,metaspace] GC(16) Metaspace: 33412K(35520K)->33412K(35520K) NonClass: 28794K(29760K)->28794K(29760K) Class: 4618K(5760K)->4618K(5760K)
