Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;5487.0
Domain Marker;max-jOPS;13145.0
Domain Marker;Last Success for SLAs;8994.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
138;91.80086032311107
277;93.11249395872835
415;94.31369558905966
553;95.05729637224978
692;95.0902457569631
830;96.18654658591188
969;96.23487834262745
1107;95.76540767102814
1245;96.31277682590873
1384;96.15761820247583
1522;96.49989745761803
1660;96.38508527797471
1799;97.34141042967599
1937;96.96738851859575
2076;96.98035073546916
2214;97.30602478607007
2352;96.87180448014497
2491;96.98997339156111
2629;96.92776999424504
2767;97.27247050181857
2906;96.78307753280775
3044;97.24471857913929
3183;97.32912340623777
3321;97.55815755610905
3459;97.38496656022659
3598;97.23799514432189
3736;97.2794200352853
3874;97.78886942702864
4013;97.78907679801753
4151;97.99678598368894
4289;97.68178834363412
4428;97.49186017550973
4566;97.69395806084987
4705;97.37119554204403
4843;97.64739422046118
4981;97.75884291410773
5120;97.61862295527118
5258;97.73748950175717
5396;97.58045562890933
5535;98.2487188438079
5673;97.68827105976122
5812;98.06999437232237
5950;97.7892438748121
6088;97.88363119353757
6227;97.83013156153736
6365;97.80495799017012
6503;96.61336346079024
6642;94.71825044491389
6780;92.99820294054255
6918;90.89202030378554
7057;89.40198806988498
7195;87.91068044002495
7334;85.81081854158381
7472;84.95811866580274
7610;81.90660306688068
7749;81.88271025731436
7887;79.88036079212009
8025;77.95669653040616
8164;77.2782473386876
8302;75.70507529970307
8441;74.19056183254213
8579;73.28391972843758
8717;71.89160204636916
8856;70.83644166077778
8994;70.36946700036815
9132;68.87177316534242
9271;67.95645313615364
9409;66.3600719054854
9548;66.22310668492828
9686;64.90687758783564
9824;63.61289099075423
9963;62.95058737594534
10101;61.64818203960784
10239;61.002360798750885
10378;60.540139061735815
10516;59.20301822769264
10654;58.16054326795362
10793;57.55035019846112
10931;57.10233493508819
11070;56.15129138476854
11208;55.83700797637265
11346;55.10642184848755
11485;53.74119189470799
11623;53.02409941984669
11761;52.20520705321166
11900;51.77444189515503
12038;50.314017159545834
12177;49.775618128278424
12315;48.34659625901978
12453;47.29368456413603
12592;44.42898011681967
12730;40.61722079214281
12868;38.09099920216148
13007;24.653300390227095
13145;15.302119060495038
13284;8.254421461329693
13422;3.35930712930222
13560;7.7687398764200895
13699;19.686738809852248
