
===================================
Domain Marker;critical-jOPS;5456.0
Domain Marker;max-jOPS;13007.0
jOPS;min;median;90-th percentile;95-th percentile;99-th percentile;max
0.0;NaN;NaN;NaN;NaN;NaN;NaN
138.0;300.0;400.0;500.0;600.0;800.0;2100.0
277.0;300.0;500.0;700.0;800.0;900.0;1400.0
415.0;300.0;600.0;800.0;900.0;1100.0;157000.0
553.0;300.0;700.0;1000.0;1100.0;1300.0;156000.0
692.0;300.0;800.0;1100.0;1300.0;1500.0;5800.0
830.0;300.0;800.0;1300.0;1400.0;1700.0;162000.0
969.0;300.0;900.0;1400.0;1600.0;1900.0;163000.0
1107.0;300.0;1000.0;1600.0;1700.0;2200.0;161000.0
1245.0;400.0;1100.0;1700.0;1900.0;2400.0;178000.0
1384.0;300.0;1200.0;1900.0;2000.0;2400.0;173000.0
1522.0;400.0;1300.0;2000.0;2200.0;2700.0;174000.0
1660.0;300.0;1300.0;2100.0;2300.0;2800.0;176000.0
1799.0;300.0;1500.0;2300.0;2500.0;3100.0;170000.0
1937.0;300.0;1500.0;2400.0;2700.0;3700.0;182000.0
2076.0;400.0;1600.0;2600.0;2800.0;3500.0;180000.0
2214.0;300.0;1700.0;2700.0;2900.0;3800.0;178000.0
2352.0;300.0;1800.0;2800.0;3100.0;4700.0;175000.0
2491.0;400.0;1800.0;3000.0;3300.0;4700.0;181000.0
2629.0;300.0;1900.0;3100.0;3500.0;5500.0;179000.0
2767.0;300.0;2000.0;3300.0;3600.0;5200.0;182000.0
2906.0;300.0;2100.0;3400.0;3700.0;5700.0;182000.0
3044.0;400.0;2100.0;3600.0;3900.0;6700.0;180000.0
3183.0;300.0;2200.0;3700.0;4100.0;9900.0;179000.0
3321.0;400.0;2300.0;3900.0;4300.0;10000.0;180000.0
3459.0;300.0;2400.0;4000.0;4500.0;15500.0;178000.0
3598.0;300.0;2400.0;4200.0;4700.0;19000.0;222000.0
3736.0;300.0;2600.0;4400.0;4900.0;18500.0;216000.0
3874.0;300.0;2600.0;4500.0;5000.0;15700.0;165000.0
4013.0;400.0;2700.0;4700.0;5300.0;24000.0;165000.0
4151.0;400.0;2800.0;4800.0;5500.0;26000.0;175000.0
4289.0;300.0;2900.0;4900.0;5600.0;28000.0;256000.0
4428.0;300.0;2900.0;5100.0;5700.0;27000.0;180000.0
4566.0;400.0;3000.0;5200.0;5800.0;26000.0;177000.0
4705.0;400.0;3100.0;5400.0;6200.0;39000.0;336000.0
4843.0;400.0;3200.0;5600.0;6500.0;39000.0;287000.0
4981.0;400.0;3300.0;5700.0;6600.0;36200.00000001164;277000.0
5120.0;400.0;3300.0;5900.0;6800.0;34000.0;187000.0
5258.0;400.0;3500.0;6100.0;7100.0;34000.0;228000.0
5396.0;300.0;3500.0;6300.0;7400.0;40000.0;243000.0
5535.0;300.0;3600.0;6400.0;7300.0;37000.0;269000.0
5673.0;400.0;3700.0;6700.0;8000.0;46000.0;331000.0
5812.0;400.0;3800.0;6800.0;8100.0;50000.0;186000.0
5950.0;400.0;3900.0;7100.0;8800.0;55000.0;267000.0
6088.0;400.0;4000.0;7200.0;8900.0;45000.0;202000.0
6227.0;300.0;4100.0;7600.0;9700.0;52000.0;281000.0
6365.0;300.0;4200.0;7700.0;10200.0;60000.0;366000.0
6503.0;300.0;4400.0;8000.0;10600.0;82000.0;429000.0
6642.0;400.0;4500.0;8200.0;10700.0;59000.0;335000.0
6780.0;300.0;4700.0;8400.0;10800.0;67000.0;253000.0
6918.0;300.0;4800.0;8700.0;11500.0;62000.0;374000.0
7057.0;400.0;4800.0;8800.0;11800.0;67000.0;410000.0
7195.0;300.0;4900.0;9500.0;14900.0;80000.0;370000.0
7334.0;400.0;5100.0;9600.0;12800.0;61000.0;328000.0
7472.0;300.0;5200.0;10100.0;19100.0;101000.0;430000.0
7610.0;300.0;5200.0;10600.0;18200.0;76000.0;427000.0
7749.0;400.0;5500.0;10900.0;19800.0;87000.0;456000.0
7887.0;400.0;5600.0;12100.0;27000.0;80000.0;570000.0
8025.0;300.0;5600.0;12300.0;23000.0;85000.0;620000.0
8164.0;400.0;5500.0;11700.0;21000.0;92000.0;411000.0
8302.0;300.0;5800.0;12900.0;32000.0;92000.0;528000.0
8441.0;300.0;5800.0;13500.0;34000.0;104000.0;549000.0
8579.0;400.0;5900.0;15500.0;41000.0;110000.0;670000.0
8717.0;400.0;6100.0;14700.0;40000.0;110000.0;512000.0
8856.0;300.0;6100.0;16000.0;50000.0;112000.0;533000.0
8994.0;300.0;6400.0;17000.0;50000.0;113000.0;620000.0
9132.0;300.0;6600.0;22000.0;57000.0;132000.0;1400000.0
9271.0;300.0;6600.0;18500.0;54000.0;136000.0;630000.0
9409.0;300.0;6700.0;21000.0;59000.0;120000.0;553000.0
9548.0;300.0;6800.0;24000.0;66000.0;117000.0;630000.0
9686.0;400.0;6900.0;23000.0;61000.0;110000.0;517000.0
9824.0;300.0;7000.0;41000.0;93000.0;251000.0;800000.0
9963.0;300.0;7200.0;27000.0;61000.0;136000.0;820000.0
10101.0;400.0;7200.0;28000.0;66000.0;121000.0;547000.0
10239.0;300.0;8000.0;51000.0;90000.0;184000.0;3200000.0
10378.0;300.0;8000.0;42000.0;80000.0;132000.0;740000.0
10516.0;300.0;8600.0;45000.0;82000.0;147000.0;760000.0
10654.0;300.0;8700.0;68000.0;118000.0;208000.0;2900000.0
10793.0;300.0;8800.0;61000.0;101000.0;175000.0;1100000.0
10931.0;300.0;9500.0;58000.0;110000.0;187000.0;860000.0
11070.0;300.0;10900.0;76000.0;130000.0;259000.0;3700000.0
11208.0;300.0;10300.0;71000.0;106000.0;171000.0;1300000.0
11346.0;300.0;10300.0;61000.0;98000.0;167000.0;1100000.0
11485.0;300.0;12200.0;111000.0;172000.0;267000.0;3700000.0
11623.0;300.0;11700.0;84000.0;136000.0;216000.0;1200000.0
11761.0;300.0;12500.0;74000.0;111000.0;212000.0;1400000.0
11900.0;300.0;18000.0;132000.0;179000.0;304000.0;3600000.0
12038.0;300.0;14900.0;98000.0;133000.0;208000.0;1500000.0
12177.0;300.0;18400.0;100000.0;138000.0;215000.0;1700000.0
12315.0;300.0;28000.0;201000.0;282000.0;398000.0;3900000.0
12453.0;300.0;25000.0;117000.0;158000.0;262000.0;1600000.0
12592.0;300.0;44000.0;199000.0;294000.0;452000.0;5600000.0
12730.0;300.0;45000.0;144000.0;180000.0;249000.0;3100000.0
12868.0;500.0;202000.0;461000.0;592000.0;790000.0;1.6E7
13007.0;700.0;539000.0;930000.0;1300000.0;2900000.0;3.0E7
13145.0;12000.0;556000.0;1100000.0;1500000.0;6200000.0;4.1E7
13284.0;234000.0;1200000.0;1800000.0;2000000.0;4400000.0;3.3E7
13422.0;107000.0;670000.0;970000.0;1200000.0;2000000.0;1.4E7
13560.0;21000.0;538000.0;1200000.0;1300000.0;1600000.0;6.0E7
